ai41_prediction,failure_type,ai41_confidence,sensor_anomaly_score,swat_status,ppe_risk_score,helmet_missing,vest_missing,mask_missing,worker_count,vehicle_count,machinery_count,compliance_score,permit_conflict_score,shift_context_score,permit_type,permit_active,maintenance_active,isolation_verified,workers_in_zone,supervisor_present,shift_change_flag,is_critical
5,Random Failure,0.8727483346921403,0.04340464851354644,Normal,0.0,0,0,0,1,0,0,1.0,0.004966801650056961,0.03557118927263618,NONE,0,1,1,1,1,0,1
0,No Failure,0.32980823059102304,0.02651661961297925,Normal,0.0,0,0,0,7,0,0,1.0,0.28905049737499605,0.13010847436299786,HOT_WORK,1,1,1,8,1,0,0
0,No Failure,0.1989955695528257,0.07171359857727856,Normal,0.0,0,0,0,3,0,1,1.0,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.1438023769188526,0.1987374690954795,Normal,0.0,0,0,0,6,0,1,1.0,0.3100255188723876,0.14185106490048782,CONFINED_SPACE,1,0,0,6,0,0,0
0,No Failure,0.4,0.31656340090345286,Normal,0.0,0,0,0,2,1,1,1.0,0.401312339887548,0.19781611144141825,CONFINED_SPACE,1,0,0,3,1,1,0
0,No Failure,0.19208149577286093,0.1089076322201559,Normal,0.0,0,0,0,1,0,3,1.0,0.0066928509242848554,0.0066928509242848554,NONE,0,0,0,0,1,0,0
0,No Failure,0.4,0.11079697082623073,Normal,0.0,0,0,0,9,0,3,1.0,0.6899744811276125,0.45016600268752216,HOT_WORK,1,0,0,9,1,1,0
0,No Failure,0.3137751016032004,0.12060355805771761,Normal,0.3333333333333333,1,0,0,3,0,2,0.6666666666666667,0.04310725494108614,0.16798161486607552,ELECTRICAL,1,0,1,2,1,1,0
0,No Failure,0.12161972212591012,0.14471886009142054,Normal,0.0,0,0,0,2,0,1,1.0,0.008162571153159897,0.008162571153159897,NONE,0,0,0,1,1,0,0
0,No Failure,0.31051959897552356,0.030815092913387382,Normal,0.0,0,0,0,2,1,1,1.0,0.004966801650056961,0.03557118927263618,NONE,0,1,1,1,1,0,0
0,No Failure,0.34595427806576323,0.03550151558973432,Normal,0.0,0,0,0,3,0,2,1.0,0.032295464698450495,0.19781611144141825,NONE,0,0,0,3,1,1,0
0,No Failure,0.16531358773145582,0.08331323640825673,Normal,0.0,0,0,0,1,0,0,1.0,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.4,0.11716059916168961,Normal,0.0,0,0,0,4,1,1,1.0,0.002731960763011059,0.19781611144141825,NONE,0,0,1,3,1,1,0
0,No Failure,0.4,0.050704422957495936,Normal,0.0,0,0,0,1,0,1,1.0,0.008162571153159897,0.008162571153159897,NONE,0,0,0,1,1,0,0
0,No Failure,0.2530762689736373,0.13868158581325746,Normal,0.0,0,0,0,9,0,1,1.0,0.6456563062257954,0.401312339887548,ELECTRICAL,1,0,0,8,1,1,0
0,No Failure,0.19261978466510823,0.704636751140981,Warning,0.0,0,0,0,0,0,5,1.0,0.004070137715896128,0.02931223075135632,NONE,0,1,1,0,1,0,0
0,No Failure,0.2608745488530932,0.0526091517192638,Normal,0.0,0,0,0,4,0,0,1.0,0.01798620996209156,0.01798620996209156,NONE,0,0,0,5,1,0,0
0,No Failure,0.29002641307224447,0.882825158089018,Critical,1.0,0,0,1,0,0,1,0.0,0.004070137715896128,0.18242552380635635,NONE,0,1,1,0,0,0,1
0,No Failure,0.4,0.07871726023437162,Normal,0.0,0,0,0,5,1,1,1.0,0.2689414213699951,0.01798620996209156,ELECTRICAL,1,0,0,5,1,0,0
0,No Failure,0.4,0.3455333355761247,Normal,0.6666666666666666,1,0,1,3,0,2,0.33333333333333337,0.19781611144141825,0.08317269649392238,ELECTRICAL,1,0,0,3,0,0,1
0,No Failure,0.3654399703905784,0.30131067421956365,Normal,0.0,0,0,0,4,1,0,1.0,0.05215356307841774,0.19781611144141825,ELECTRICAL,1,0,1,3,1,1,0
0,No Failure,0.1,0.17110861276298947,Normal,0.0,0,0,0,4,0,1,1.0,0.3318122278318339,0.574442516811659,HOT_WORK,1,1,1,4,1,1,0
0,No Failure,0.1,0.07219579297691239,Normal,0.0,0,0,0,5,0,0,1.0,0.02931223075135632,0.01798620996209156,CONFINED_SPACE,1,0,1,5,1,0,0
0,No Failure,0.21425407489445109,0.05099924495834971,Normal,0.0,0,0,0,5,1,1,1.0,0.4255574831883411,0.9370266439430035,HOT_WORK,1,1,1,6,0,1,1
0,No Failure,0.1,0.21487419091490867,Normal,0.0,0,0,0,4,1,1,1.0,0.3318122278318339,0.574442516811659,ELECTRICAL,1,1,1,4,1,1,0
0,No Failure,0.4,0.047652981353462624,Normal,0.0,0,0,0,7,0,0,1.0,0.13010847436299786,0.401312339887548,HOT_WORK,1,0,1,8,1,1,0
0,No Failure,0.20590401012267792,0.10359907637315051,Normal,0.0,0,0,0,4,0,2,1.0,0.19781611144141825,0.012128434984274237,ELECTRICAL,1,0,0,3,1,0,0
0,No Failure,0.24910026239140629,0.42328878469147213,Warning,0.0,0,0,0,4,0,4,1.0,0.18242552380635635,0.07585818002124355,HOT_WORK,1,1,1,5,1,0,0
0,No Failure,0.1183389546567524,0.07265911145831466,Normal,0.0,0,0,0,1,0,1,1.0,0.0005527786369235996,0.0066928509242848554,NONE,0,0,1,0,1,0,0
0,No Failure,0.18687999282785878,0.08025239053486245,Normal,0.0,0,0,0,1,0,0,1.0,0.0060598014915841155,0.04310725494108614,NONE,0,1,1,2,1,0,0
0,No Failure,0.22690741552603802,0.11851097206977391,Normal,0.0,0,0,0,1,0,0,1.0,0.008162571153159897,0.008162571153159897,NONE,0,0,0,1,1,0,0
0,No Failure,0.3961406851758362,0.04873109066256913,Normal,0.0,0,0,0,0,0,2,1.0,0.021881270936130476,0.14185106490048777,NONE,0,0,0,1,1,1,0
0,No Failure,0.4,0.533526113457907,Warning,0.0,0,0,0,5,0,1,1.0,0.23147521650098238,0.014774031693273055,HOT_WORK,1,0,0,4,1,0,0
0,No Failure,0.4,0.028082953248231082,Normal,0.0,0,0,0,4,0,2,1.0,0.5,0.2689414213699951,CONFINED_SPACE,1,0,0,5,1,1,0
0,No Failure,0.1701826464717201,0.06638665847477576,Normal,0.0,0,0,0,0,0,5,1.0,0.0066928509242848554,0.0066928509242848554,NONE,0,0,0,0,1,0,0
2,Heat Dissipation Failure,0.9088891699561394,0.6723386441030076,Warning,0.0,0,0,0,2,1,2,1.0,0.13010847436299786,0.05215356307841772,ELECTRICAL,1,1,1,3,1,0,1
0,No Failure,0.4,0.10374022644856146,Normal,0.0,0,0,0,2,0,0,1.0,0.008162571153159897,0.008162571153159897,NONE,0,0,0,1,1,0,0
0,No Failure,0.4,0.2861891569967705,Normal,0.0,0,0,0,7,1,2,1.0,0.6456563062257954,0.401312339887548,HOT_WORK,1,0,0,8,1,1,0
0,No Failure,0.1,0.11310917502166248,Normal,0.0,0,0,0,7,0,6,1.0,0.4255574831883411,0.9370266439430035,CONFINED_SPACE,1,1,1,6,0,1,1
0,No Failure,0.1,0.028863796484348336,Normal,0.0,0,0,0,4,0,3,1.0,0.3775406687981454,0.6224593312018546,CONFINED_SPACE,1,1,1,5,1,1,0
0,No Failure,0.1410386535083653,0.09386013050078423,Normal,0.0,0,0,0,1,1,0,1.0,0.004070137715896128,0.02931223075135632,NONE,0,1,1,0,1,0,0
0,No Failure,0.1,0.19816744718305218,Normal,0.0,0,0,0,5,0,2,1.0,0.06297335605699649,0.23147521650098238,CONFINED_SPACE,1,0,1,4,1,1,0
0,No Failure,0.4,0.08608811413519711,Normal,0.0,0,0,0,9,1,0,1.0,0.45016600268752216,0.039165722796764356,ELECTRICAL,1,0,0,9,1,0,0
0,No Failure,0.3322166626749161,0.1668499254030646,Normal,1.0,1,0,0,1,1,1,0.0,0.013386917827664779,0.057324175898868755,ELECTRICAL,1,0,1,1,0,0,1
0,No Failure,0.4,0.3424915840331791,Normal,0.0,0,0,0,4,0,3,1.0,0.45016600268752216,0.23147521650098238,HOT_WORK,1,0,0,4,1,1,0
0,No Failure,0.11348399842594178,0.3567568292534193,Normal,0.0,0,0,0,1,1,1,1.0,0.0060598014915841155,0.04310725494108614,NONE,0,1,1,2,1,0,0
0,No Failure,0.2246212068950663,0.07000555578523585,Normal,0.0,0,0,0,3,0,0,1.0,0.45016600268752216,0.23147521650098238,HOT_WORK,1,0,0,4,1,1,0
0,No Failure,0.3601137139989112,0.29628080504605325,Normal,0.14285714285714285,1,0,0,7,0,2,0.8571428571428572,0.28905049737499605,0.52497918747894,CONFINED_SPACE,1,1,1,8,0,0,1
0,No Failure,0.22973184478068268,0.14682319783646774,Normal,0.0,0,0,0,2,1,0,1.0,0.008162571153159897,0.008162571153159897,NONE,0,0,0,1,1,0,0
0,No Failure,0.19691547629522715,0.04115899934696448,Normal,0.0,0,0,0,1,1,1,1.0,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.35749593647072897,0.17136663104210917,Normal,0.0,0,0,0,4,0,1,1.0,0.5,0.2689414213699951,CONFINED_SPACE,1,0,0,5,1,1,0
0,No Failure,0.12152421815119659,0.16059651002041928,Normal,0.0,0,0,0,2,0,0,1.0,0.012128434984274237,0.012128434984274237,NONE,0,0,0,3,1,0,0
0,No Failure,0.4,0.1628875154117164,Normal,0.25,0,1,0,4,0,3,0.75,0.024127021417669196,0.9088770389851438,NONE,0,1,1,4,0,1,0
0,No Failure,0.4,0.18880974324426456,Normal,0.3333333333333333,1,0,0,3,0,0,0.6666666666666667,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.16138369188765836,0.14794282793398822,Normal,0.0,0,0,0,2,1,0,1.0,0.008162571153159897,0.008162571153159897,NONE,0,0,0,1,1,0,0
0,No Failure,0.10694050531001155,0.35396581356456286,Normal,0.0,0,0,0,2,0,2,1.0,0.05215356307841774,0.19781611144141825,CONFINED_SPACE,1,0,1,3,1,1,0
0,No Failure,0.2351100275232302,0.3386515566569478,Normal,0.0,0,0,0,4,1,4,1.0,0.012128434984274237,0.012128434984274237,NONE,0,0,0,3,1,0,0
0,No Failure,0.15468772457015847,0.24109254821778467,Normal,0.0,0,0,0,1,0,1,1.0,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.4,0.03799553818926044,Normal,0.0,0,0,0,2,0,0,1.0,0.35434369377420455,0.16798161486607552,ELECTRICAL,1,0,0,2,1,1,0
0,No Failure,0.4,0.03816771221444637,Normal,0.0,0,0,0,6,0,2,1.0,0.549833997312478,0.7685247834990178,HOT_WORK,1,0,0,6,0,1,1
0,No Failure,0.11812981638214824,0.25480952019275754,Normal,0.0,0,0,0,4,2,4,1.0,0.401312339887548,0.19781611144141825,HOT_WORK,1,0,0,3,1,1,0
0,No Failure,0.17130261463434654,0.15881904913589717,Normal,0.0,0,0,0,5,1,0,1.0,0.4255574831883411,0.9370266439430035,HOT_WORK,1,1,1,6,0,1,1
0,No Failure,0.17355141399949664,0.08042025772747347,Normal,0.0,0,0,0,2,1,2,1.0,0.01984030573407751,0.012128434984274237,CONFINED_SPACE,1,0,1,3,1,0,0
0,No Failure,0.4,0.07253032253461121,Normal,0.25,1,0,0,4,0,5,0.75,0.1544652650835347,0.06297335605699649,ELECTRICAL,1,1,1,4,1,0,0
0,No Failure,0.1497809114554407,0.03980877696008407,Normal,0.0,0,0,0,0,0,2,1.0,0.004966801650056961,0.21416501695744142,NONE,0,1,1,1,0,0,0
0,No Failure,0.4,0.1213480961934432,Normal,0.0,0,0,0,2,1,1,1.0,0.004966801650056961,0.21416501695744142,NONE,0,1,1,1,0,0,0
0,No Failure,0.4,0.04622312872307792,Normal,0.14285714285714285,0,1,0,7,0,1,0.8571428571428572,0.47502081252106,0.710949502625004,ELECTRICAL,1,1,1,7,1,1,0
0,No Failure,0.3305528471263903,0.5064096574206564,Warning,0.0,0,0,0,6,1,0,1.0,0.5986876601124521,0.3543436937742046,CONFINED_SPACE,1,0,0,7,1,1,0
0,No Failure,0.27942383996922665,0.11931049085390716,Normal,0.0,0,0,0,0,1,4,1.0,0.004070137715896128,0.18242552380635635,NONE,0,1,1,0,0,0,0
0,No Failure,0.39538633717393695,0.10506952483864636,Normal,0.0,0,0,0,4,0,4,1.0,0.1544652650835347,0.06297335605699649,ELECTRICAL,1,1,1,4,1,0,0
0,No Failure,0.3601243386472358,0.40889778675011906,Warning,0.25,0,0,1,4,1,1,0.75,0.014774031693273055,0.014774031693273055,NONE,0,0,0,4,1,0,0
0,No Failure,0.4,0.17410398407330202,Normal,0.0,0,0,0,1,0,1,1.0,0.16798161486607552,0.009951801866904324,ELECTRICAL,1,0,0,2,1,0,0
0,No Failure,0.18985975732661295,0.04227248989433889,Normal,0.0,0,0,0,0,0,0,1.0,0.0066928509242848554,0.0066928509242848554,NONE,0,0,0,0,1,0,0
0,No Failure,0.2001948789856073,0.7710677065403339,Critical,0.0,0,0,0,6,0,1,1.0,0.01098694263059318,0.07585818002124355,NONE,0,1,1,5,1,0,0
0,No Failure,0.3723628840366254,0.12919701183441176,Normal,0.0,0,0,0,0,0,5,1.0,0.004966801650056961,0.03557118927263618,NONE,0,1,1,1,1,0,0
0,No Failure,0.1,0.11660043481126879,Normal,0.0,0,0,0,1,0,0,1.0,0.0066928509242848554,0.0066928509242848554,NONE,0,0,0,0,1,0,0
0,No Failure,0.1,0.44410042354157997,Warning,0.0,0,0,0,5,0,1,1.0,0.03557118927263618,0.9370266439430035,NONE,0,1,1,6,0,1,0
0,No Failure,0.19095565884982232,0.15639970018187732,Normal,0.0,0,0,0,9,0,3,1.0,0.401312339887548,0.19781611144141825,CONFINED_SPACE,1,0,0,8,0,0,0
0,No Failure,0.4,0.04813390798520958,Normal,0.0,0,0,0,2,1,1,1.0,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.1636656622169763,0.12588737379042864,Normal,0.0,0,0,0,6,2,0,1.0,0.2689414213699951,0.01798620996209156,ELECTRICAL,1,0,0,5,1,0,0
0,No Failure,0.4,0.036136665260645524,Normal,0.0,0,0,0,3,0,1,1.0,0.401312339887548,0.19781611144141825,CONFINED_SPACE,1,0,0,3,1,1,0
0,No Failure,0.1,0.030250292599447632,Normal,0.0,0,0,0,2,1,2,1.0,0.012128434984274237,0.012128434984274237,NONE,0,0,0,3,1,0,0
0,No Failure,0.31056731630797,0.0687350560208561,Normal,0.0,0,0,0,1,1,0,1.0,0.009951801866904324,0.009951801866904324,NONE,0,0,0,2,1,0,0
0,No Failure,0.28744545273106703,0.02888722135586785,Normal,0.0,0,0,0,6,0,0,1.0,0.5986876601124521,0.3543436937742046,HOT_WORK,1,0,0,7,1,1,0
0,No Failure,0.10811624117741439,0.16539953874933874,Normal,0.0,0,0,0,0,1,2,1.0,0.004070137715896128,0.02931223075135632,NONE,0,1,1,0,1,0,0
0,No Failure,0.26453358367320207,0.0356300162495437,Normal,0.0,0,0,0,3,0,1,1.0,0.024127021417669196,0.014774031693273055,HOT_WORK,1,0,1,4,1,0,0
0,No Failure,0.4,0.023979363322777437,Normal,0.0,0,0,0,8,3,3,1.0,0.5986876601124521,0.3543436937742046,HOT_WORK,1,0,0,7,1,1,0
0,No Failure,0.3556375233274774,0.02386911501107034,Normal,0.0,0,0,0,3,0,2,1.0,0.19781611144141825,0.012128434984274237,HOT_WORK,1,0,0,3,1,0,0
0,No Failure,0.4,0.11617863951274282,Normal,0.0,0,0,0,4,0,1,1.0,0.5,0.2689414213699951,HOT_WORK,1,0,0,5,1,1,0
0,No Failure,0.4,0.21929492536451023,Normal,0.0,0,0,0,4,0,2,1.0,0.2689414213699951,0.01798620996209156,HOT_WORK,1,0,0,5,1,0,0
0,No Failure,0.1532960039938665,0.031172013385287474,Normal,1.0,0,1,0,1,0,1,0.0,0.021881270936130476,0.14185106490048777,NONE,0,0,0,1,1,1,0
0,No Failure,0.2830865081089554,0.06242160248373138,Normal,0.0,0,0,0,8,0,2,1.0,0.026596993576865863,0.026596993576865863,NONE,0,0,0,7,1,0,0
0,No Failure,0.25507099897273194,0.0616033428335841,Normal,0.0,0,0,0,5,0,1,1.0,0.23147521650098238,0.014774031693273055,ELECTRICAL,1,0,0,4,1,0,0
0,No Failure,0.1547626277649737,0.4153796868672626,Warning,0.0,0,0,0,6,1,2,1.0,0.5,0.2689414213699951,CONFINED_SPACE,1,0,0,5,1,1,0
0,No Failure,0.2894648955400775,0.14864264309125472,Normal,0.0,0,0,0,6,0,1,1.0,0.3100255188723876,0.021881270936130476,HOT_WORK,1,0,0,6,1,0,0
0,No Failure,0.31832534783757366,0.199986604998475,Normal,0.0,0,0,0,2,2,0,1.0,0.013386917827664779,0.008162571153159897,ELECTRICAL,1,0,1,1,1,0,0
0,No Failure,0.23349801242932589,0.05058407441091389,Normal,0.0,0,0,0,4,0,1,1.0,0.3318122278318339,0.574442516811659,ELECTRICAL,1,1,1,4,1,1,0
0,No Failure,0.4,0.40322508520401174,Warning,0.0,0,0,0,2,0,2,1.0,0.01984030573407751,0.012128434984274237,CONFINED_SPACE,1,0,1,3,1,0,0
